filename,extracted_fields
Template7_Instance2.jpg,"Invoice No: 0830-321, Date: 29-Aug-03, Total Amount: 646.72, Vendor: White and Sons"
Template7_Instance3.jpg,"Invoice No: INV24419966, Date: 15-Mar-11, Total Amount: 775.48, Vendor: White and Sons"
Template7_Instance196.jpg,"Invoice No: 8283-242 6041, Date: 25-Nov-94, Total Amount: 770.05, Vendor: White and Sons"
Template7_Instance20.jpg,"Invoice No: INV13891195, Date: 24-Jul-15, Total Amount: 256.42, Vendor: White and Sons"
Template7_Instance21.jpg,"Invoice No: 8Y3M6d-792 75713, Date: 29-Jan-10, Total Amount: 627.97, Vendor: White and Sons"
Template7_Instance25.jpg,"Invoice No: 8618-713 1323, Date: 12-Jun-12, Total Amount: 678.61, Vendor: White and Sons"
Template7_Instance195.jpg,"Invoice No: 1Y2M6d-882, Date: 12-Oct-02, Total Amount: 225.71, Vendor: White and Sons"
Template7_Instance28.jpg,"Invoice No: 6999-865, Date: 25-Jun-20, Total Amount: 32.57, Vendor: White and Sons"
Template7_Instance27.jpg,"Invoice No: 3Y4M74-788, Date: 01-Sep-95, Total Amount: 636.13, Vendor: White and Sons"
Template7_Instance194.jpg,"Invoice No: INV/54-89/632, Date: 13-Sep-10, Total Amount: 273.40, Vendor: White and Sons"
Template7_Instance199.jpg,"Invoice No: INV/29-40/510, Date: 08-Aug-10, Total Amount: 1205.75, Vendor: White and Sons"
Template7_Instance29.jpg,"Invoice No: INV/21-37/527, Date: 16-Jul-06, Total Amount: 1031.50, Vendor: White and Sons"
Template7_Instance198.jpg,"Invoice No: 8347-605 502, Date: 05-Aug-12, Total Amount: 21.87, Vendor: White and Sons"
Template7_Instance30.jpg,"Invoice No: 8990-930 93797, Date: 11-Deo-05, Total Amount: 231.27, Vendor: White and Sons"
Template7_Instance22.jpg,"Invoice No: INV/S7-61/258, Date: 02-Sep-14, Total Amount: 379.24, Vendor: White and Sons"
Template7_Instance197.jpg,"Invoice No: 4Y5M5d-576 664, Date: 06-Apr-96, Total Amount: 302.14, Vendor: White and Sons"
Template7_Instance24.jpg,"Invoice No: INV59957686, Date: 11-Oct-02, Total Amount: 746.99, Vendor: White and Sons"
Template7_Instance41.jpg,"Invoice No: INVI60-14/808, Date: 12-May-05, Total Amount: 451.02, Vendor: White and Sons"
Template7_Instance46.jpg,"Invoice No: 2506-460, Date: 15-Sep-06, Total Amount: 367.36, Vendor: White and Sons"
Template7_Instance31.jpg,"Invoice No: 7344-648 0462, Date: 30-Dec-15, Total Amount: 753.51, Vendor: White and Sons"
Template7_Instance32.jpg,"Invoice No: 8245-804, Date: 08-Feb-00, Total Amount: 392.64, Vendor: White and Sons"
Template7_Instance4.jpg,"Invoice No: 3667-187, Date: 28-Apr-02, Total Amount: 879.71, Vendor: White and Sons"
Template7_Instance47.jpg,"Invoice No: 6597-183, 189 Schroeder Road Port Aaron, RI 78716, Date: 19-Sep-96, Total Amount: 598.93, Vendor: White and Sons"
Template7_Instance39.jpg,"Invoice No: 94M74-262 646, Date: 21-Jul-14, Total Amount: 1155.60, Vendor: White and Sons"
Template7_Instance37.jpg,"Invoice No: 5Y5M9d-395, Date: 26-Mar-09, Total Amount: 878.86, Vendor: White and Sons"
Template7_Instance34.jpg,"Invoice No: INV78611456, Date: 31-Dec-22, Total Amount: 1205.76, Vendor: White and Sons"
Template7_Instance40.jpg,"Invoice No: INv46184304, Date: 05-Sep-09, Total Amount: 652.71, Vendor: White and Sons"
Template7_Instance45.jpg,"Invoice No: INV98483657, Date: 14-Feb-02, Total Amount: 132.61, Vendor: White and Sons"
Template7_Instance42.jpg,"Invoice No: INV29502128, Date: 08-Sep-10, Total Amount: 528.91, Vendor: White and Sons"
Template7_Instance33.jpg,"Invoice No: 0003-890, Date: 19-Jul-04, Total Amount: 352.95, Vendor: White and Sons"
Template7_Instance38.jpg,"Invoice No: 9202-549, Date: 02-Nov-01, Total Amount: 494.29, Vendor: White and Sons"
Template7_Instance49.jpg,"Invoice No: 9Y4M9d-373, Date: 21-Oct-04, Total Amount: 869.74, Vendor: White and Sons"
Template7_Instance43.jpg,"Invoice No: INV/13-71/684, Date: 26-Aug-14, Total Amount: 693.90, Vendor: White and Sons"
Template7_Instance48.jpg,"Invoice No: INVO6178133, Date: 15-Jun-11, Total Amount: 310.34, Vendor: White and Sons"
Template7_Instance36.jpg,"Invoice No: INVO3614827, Date: 07-Apr-08, Total Amount: 457.51, Vendor: White and Sons"
Template7_Instance35.jpg,"Invoice No: INV/18-90/501, Date: 31-Oct-96, Total Amount: 483.36, Vendor: White and Sons"
Template7_Instance44.jpg,"Invoice No: 6Y2M3d-343, Date: 25-Aug-97, Total Amount: 19.09, Vendor: White and Sons"
Template7_Instance56.jpg,"Invoice No: 8Y1M6d-281, Date: 08-Jan-10, Total Amount: 1511.90, Vendor: White and Sons"
Template7_Instance54.jpg,"Invoice No: 3Y2M20-019, Date: 30-Jun-15, Total Amount: 594.25, Vendor: White and Sons"
Template7_Instance65.jpg,"Invoice No: 3Y5M30-649, Date: 29-Dec-15, Total Amount: 1150.00, Vendor: White and Sons"
Template7_Instance67.jpg,"Invoice No: INV39982306, Date: 07-Aug-99, Total Amount: 438.68, Vendor: White and Sons"
Template7_Instance66.jpg,"Invoice No: INV36630850, Date: 12-Jun-96, Total Amount: 834.21, Vendor: White and Sons"
Template7_Instance62.jpg,"Invoice No: INV18139144, Date: 10-Jun-01, Total Amount: 491.89, Vendor: White and Sons"
Template7_Instance5.jpg,"Invoice No: INVO0611000, Date: 11-Sep-99, Total Amount: 677.23, Vendor: White and Sons"
Template7_Instance53.jpg,"Invoice No: INV/49-58/783, Date: 07-Nov-06, Total Amount: 859.50, Vendor: White and Sons"
Template7_Instance50.jpg,"Invoice No: INV/34-59/448, Date: 27-May-09, Total Amount: 110.68, Vendor: White and Sons"
Template7_Instance59.jpg,"Invoice No: 9696-199, Date: 10-Jan-23, Total Amount: 677.84, Vendor: White and Sons"
Template7_Instance61.jpg,"Invoice No: INVE5101149, Date: 02-Feb-98, Total Amount: 304.36, Vendor: White and Sons"
Template7_Instance60.jpg,"Invoice No: INV/87-401070, Date: 21-May-21, Total Amount: 886.97, Vendor: White and Sons"
Template7_Instance6.jpg,"Invoice No: 9Y9M1d-209, Date: 27-Dec-02, Total Amount: 113.78, Vendor: White and Sons"
Template7_Instance51.jpg,"Invoice No: 24M4d-745, Date: 06-Oct-21, Total Amount: 868.03, Vendor: White and Sons"
Template7_Instance64.jpg,"Invoice No: 0656-342, Date: 04-Jan-08, Total Amount: 212.50, Vendor: White and Sons"
Template7_Instance58.jpg,"Invoice No: 6945-521 0758, Date: 10-Aug-05, Total Amount: 1140.19, Vendor: White and Sons"
Template7_Instance57.jpg,"Invoice No: 5257-141, Date: 21-Oct-09, Total Amount: 520.61, Vendor: White and Sons"
Template7_Instance52.jpg,"Invoice No: 5Y7M30-054, Date: 22-Feb-07, Total Amount: 288.23, Vendor: White and Sons"
Template7_Instance63.jpg,"Invoice No: 0471-293, Date: 06-Feb-96, Total Amount: 944.41, Vendor: White and Sons"
Template7_Instance55.jpg,"Invoice No: 9Y6M50-743, Date: 25-Jun-02, Total Amount: 780.91, Vendor: White and Sons"
Template7_Instance72.jpg,"Invoice No: 8Y2M9d-303, Date: 30-Jun-06, Total Amount: 291.85, Vendor: White and Sons"
Template7_Instance79.jpg,"Invoice No: INV98662050, Date: 13-Dec-19, Total Amount: 329.52, Vendor: White and Sons"
Template7_Instance81.jpg,"Invoice No: 3Y8M6q-512, Date: 09-Oct-08, Total Amount: 591.71, Vendor: White and Sons"
Template7_Instance82.jpg,"Invoice No: INV/41-73/157, Date: 21-Feb-09, Total Amount: 685.24, Vendor: White and Sons"
Template7_Instance76.jpg,"Invoice No: 4Y8M3d-804, Date: 04-Jul-16, Total Amount: 1126.72, Vendor: White and Sons"
Template7_Instance7.jpg,"Invoice No: INV59315275, Date: 13-May-97, Total Amount: 655.54, Vendor: White and Sons"
Template7_Instance8.jpg,"Invoice No: 2Y1M6d-500, Date: 15-Feb-03, Total Amount: 526.26, Vendor: White and Sons"
Template7_Instance74.jpg,"Invoice No: INV13929287, Date: 24-Jun-14, Total Amount: 778.09, Vendor: White and Sons"
Template7_Instance75.jpg,"Invoice No: 32M1d-201, Date: 15-Aug-08, Total Amount: 529.46, Vendor: White and Sons"
Template7_Instance78.jpg,"Invoice No: 1Y7M5d-340, Date: 23-May-93, Total Amount: 683.16, Vendor: White and Sons"
Template7_Instance80.jpg,"Invoice No: 8666-251, Date: 12-Mar-16, Total Amount: 741.51, Vendor: White and Sons"
Template7_Instance84.jpg,"Invoice No: 3175-927, Date: 25-Mar-14, Total Amount: 826.66, Vendor: White and Sons"
Template7_Instance69.jpg,"Invoice No: 8074-546 0341, Date: 29-Sep-07, Total Amount: 716.16, Vendor: White and Sons"
Template7_Instance73.jpg,"Invoice No: INV47349559, Date: 22-Nov-93, Total Amount: 646.77, Vendor: White and Sons"
Template7_Instance70.jpg,"Invoice No: 1Y8M14-442 72440, Date: 12-Oct-08, Total Amount: 340.11, Vendor: White and Sons"
Template7_Instance68.jpg,"Invoice No: 7938-989, Date: 26-Apr-14, Total Amount: 77.73, Vendor: White and Sons"
Template7_Instance83.jpg,"Invoice No: 1303-878, Date: 22-Sep-11, Total Amount: 314.55, Vendor: White and Sons"
Template7_Instance71.jpg,"Invoice No: 1924-611 1777, Date: 15-Sep-06, Total Amount: 273.69, Vendor: White and Sons"
Template7_Instance77.jpg,"Invoice No: 6Y6M4d-055, Date: 26-Deo-11, Total Amount: 327.00, Vendor: White and Sons"
Template7_Instance94.jpg,"Invoice No: INV95171796, Date: 25-Feb-20, Total Amount: 899.32, Vendor: White and Sons"
Template7_Instance91.jpg,"Invoice No: INVO1168955, Date: 11-Dec-12, Total Amount: 1116.41, Vendor: White and Sons"
Template7_Instance97.jpg,"Invoice No: INVI61-95/347, Date: 13-Sep-94, Total Amount: 835.85, Vendor: White and Sons"
Template7_Instance93.jpg,"Invoice No: 8Y6Mod-053, Date: 26-Feb-15, Total Amount: 1024.26, Vendor: White and Sons"
Template7_Instance95.jpg,"Invoice No: 2Y3M5d-117, Date: 27-Apr-22, Total Amount: 1168.28, Vendor: White and Sons"
Template7_Instance99.jpg,"Invoice No: INV05353816, Date: 23-Jun-95, Total Amount: 364.79, Vendor: White and Sons"
Template7_Instance98.jpg,"Invoice No: 5YSM9d-135, Date: 24-Feb-05, Total Amount: 346.08, Vendor: White and Sons"
Template7_Instance90.jpg,"Invoice No: INV/83-85/487, Date: 13-Jan-23, Total Amount: 79.44, Vendor: White and Sons"
Template7_Instance92.jpg,"Invoice No: 7690-224, Date: 21-Apr-02, Total Amount: 369.26, Vendor: White and Sons"
Template7_Instance88.jpg,"Invoice No: 1697-064, Date: 12-Aug-96, Total Amount: 439.25, Vendor: White and Sons"
Template8_Instance0.jpg,"Invoice No: INV/83-35/489, Date: 22-Sep-10, Total Amount: 208.39, Vendor: Graham, Carrillo and Stark"
Template7_Instance9.jpg,"Invoice No: 6775-858, Date: 11-Jan-16, Total Amount: 342.02, Vendor: White and Sons"
Template7_Instance85.jpg,"Invoice No: 44M5d-247, Date: 10-Jul-10, Total Amount: 791.35, Vendor: White and Sons"
Template7_Instance96.jpg,"Invoice No: 5Y1M30-494, Date: 22-Jun-99, Total Amount: 815.89, Vendor: White and Sons"
Template7_Instance86.jpg,"Invoice No: 4533-869, Date: 10-Mar-12, Total Amount: 441.39, Vendor: White and Sons"
Template8_Instance1.jpg,"Invoice No: INV9S514156, Date: 01-Sep-02, Total Amount: 1239.60, Vendor: Graham, Carrillo and Stark"
Template8_Instance10.jpg,"Invoice No: 0928-808, Date: 02-May-10, Total Amount: 253.10, Vendor: Graham, Carrillo and Stark"
Template7_Instance89.jpg,"Invoice No: INVI17-56/780, Date: 16-Jan-99, Total Amount: 1503.84, Vendor: White and Sons"
Template7_Instance87.jpg,"Invoice No: 1D 12M70-078, Date: 18-Oct-19, Total Amount: 451.45, Vendor: White and Sons"
Template8_Instance112.jpg,"Invoice No: INVIN2-19/164, Date: 04-Sep-95, Total Amount: 934.06, Vendor: Graham, Carrillo and Stark"
Template8_Instance107.jpg,"Invoice No: 3762-589, Date: 25-Jan-21, Total Amount: 616.14, Vendor: Graham, Carrillo and Stark"
Template8_Instance103.jpg,"Invoice No: 1489-552, Date: 25-Apr-99, Total Amount: 422.76, Vendor: Graham, Carrillo and Stark"
Template8_Instance111.jpg,"Invoice No: 3Y7M3d-131, Date: 03-May-12, Total Amount: 322.97, Vendor: Graham, Carrillo and Stark"
Template8_Instance105.jpg,"Invoice No: INV36343943, Date: 06-Apr-17, Total Amount: 741.46, Vendor: Graham, Carrillo and Stark"
Template8_Instance104.jpg,"Invoice No: 24HDE7487, Date: 22-Jun-19, Total Amount: 92.93, Vendor: Graham, Carrillo and Stark"
Template8_Instance108.jpg,"Invoice No: INV/29-75/118, Date: 10-Feb-94, Total Amount: 321.39, Vendor: Graham, Carrillo and Stark"
Template8_Instance106.jpg,"Invoice No: INV/65-25/630, Date: 03-Sep-98, Total Amount: 155.98, Vendor: Graham, Carrillo and Stark"
Template8_Instance11.jpg,"Invoice No: INVI25-31/178, Date: 08-Feb-10, Total Amount: 129.59, Vendor: Graham, Carrillo and Stark"
Template8_Instance100.jpg,"Invoice No: 6001-306, Date: 30-Nov-94, Total Amount: 319.10, Vendor: Graham, Carrillo and Stark"
Template8_Instance101.jpg,"Invoice No: 6573-196, Date: 19-Jul-08, Total Amount: 856.00, Vendor: Graham, Carrillo and Stark"
Template8_Instance110.jpg,"Invoice No: INV/33-10/239, Date: 17-May-09, Total Amount: 411.11, Vendor: Graham, Carrillo and Stark"
Template8_Instance102.jpg,"Invoice No: INVoos608ss, Date: 05-Feb-15, Total Amount: 927.81, Vendor: Graham, Carrillo and Stark"
Template8_Instance109.jpg,"Invoice No: INVI27-43/740, Date: 06-Oct-20, Total Amount: 725.61, Vendor: Graham, Carrillo and Stark"
Template8_Instance113.jpg,"Invoice No: INV20245810, Date: 31-Mar-19, Total Amount: 661.26, Vendor: Graham, Carrillo and Stark"
Template8_Instance127.jpg,"Invoice No: INV/85-56/810, Date: 10-May-96, Total Amount: 879.43, Vendor: Graham, Carrillo and Stark"
Template8_Instance117.jpg,"Invoice No: INV36428890, Date: 09-Jul-08, Total Amount: 1530.70, Vendor: Graham, Carrillo and Stark"
Template8_Instance125.jpg,"Invoice No: 1849-732, Date: 21-Jun-93, Total Amount: 929.99, Vendor: Graham, Carrillo and Stark"
Template8_Instance120.jpg,"Invoice No: INVI62-98/364, Date: 17-Jun-02, Total Amount: 1120.27, Vendor: Graham, Carrillo and Stark"
Template8_Instance115.jpg,"Invoice No: 2798-103, Date: 11-May-01, Total Amount: 215.62, Vendor: Graham, Carrillo and Stark"
Template8_Instance116.jpg,"Invoice No: INV27959612, Date: 20-Sep-08, Total Amount: 377.08, Vendor: Graham, Carrillo and Stark"
Template8_Instance128.jpg,"Invoice No: 5Y9Msd-362, Date: 09-Dec-01, Total Amount: 176.02, Vendor: Graham, Carrillo and Stark"
Template8_Instance114.jpg,"Invoice No: INVS56504222, Date: 02-Jan-16, Total Amount: 194.23, Vendor: Graham, Carrillo and Stark"
Template8_Instance126.jpg,"Invoice No: INV58505699, Date: 28-Mar-95, Total Amount: 693.34, Vendor: Graham, Carrillo and Stark"
Template8_Instance123.jpg,"Invoice No: INV/41-77/692, Date: 29-Aug-99, Total Amount: 87.27, Vendor: Graham, Carrillo and Stark"
Template8_Instance119.jpg,"Invoice No: INV68629707, Date: 12-Feb-11, Total Amount: 767.91, Vendor: Graham, Carrillo and Stark"
Template8_Instance12.jpg,"Invoice No: 24HDE7487, Date: 30-Nov-22, Total Amount: 379.69, Vendor: Graham, Carrillo and Stark"
Template8_Instance118.jpg,"Invoice No: INV69914173, Date: 04-Jun-14, Total Amount: 615.69, Vendor: Graham, Carrillo and Stark"
Template8_Instance124.jpg,"Invoice No: INVIO6-46/130, Date: 29-Jan-16, Total Amount: 988.17, Vendor: Graham, Carrillo and Stark"
Template8_Instance121.jpg,"Invoice No: INV93349682, Date: 11-Nov-21, Total Amount: 677.72, Vendor: Graham, Carrillo and Stark"
Template8_Instance122.jpg,"Invoice No: INVI0-24/482, Date: 15-Jun-21, Total Amount: 840.36, Vendor: Graham, Carrillo and Stark"
Template8_Instance139.jpg,"Invoice No: INViS1-18/466, Date: 04-Jul-94, Total Amount: 651.05, Vendor: Graham, Carrillo and Stark"
Template8_Instance140.jpg,"Invoice No: INV50513188, Date: 17-Sep-09, Total Amount: 722.84, Vendor: Graham, Carrillo and Stark"
Template8_Instance136.jpg,"Invoice No: 6314-624, Date: 17-Nov-18, Total Amount: 466.31, Vendor: Graham, Carrillo and Stark"
Template8_Instance14.jpg,"Invoice No: 3Y7M74-827, Date: 28-Feb-01, Total Amount: 1073.78, Vendor: Graham, Carrillo and Stark"
Template8_Instance138.jpg,"Invoice No: 9y2M34-572, Date: 23-May-04, Total Amount: 450.60, Vendor: Graham, Carrillo and Stark"
Template8_Instance131.jpg,"Invoice No: 8y7MBd-089, Date: 26-Jun-08, Total Amount: 356.16, Vendor: Graham, Carrillo and Stark"
Template8_Instance129.jpg,"Invoice No: INV86998435, Date: 15-Jul-16, Total Amount: 625.74, Vendor: Graham, Carrillo and Stark"
Template8_Instance141.jpg,"Invoice No: 4Y4M24-245, Date: 28-Dec-00, Total Amount: 618.54, Vendor: Graham, Carrillo and Stark"
Template8_Instance133.jpg,"Invoice No: INV77306270, Date: 24-Oct-22, Total Amount: 207.67, Vendor: Graham, Carrillo and Stark"
Template8_Instance130.jpg,"Invoice No: 8462-113, Date: 28-Oct-94, Total Amount: 1017.18, Vendor: Graham, Carrillo and Stark"
Template8_Instance132.jpg,"Invoice No: INV49794409, Date: 02-Oct-22, Total Amount: 1799.22, Vendor: Graham, Carrillo and Stark"
Template8_Instance137.jpg,"Invoice No: INVi41-58/757, Date: 03-Oct-21, Total Amount: 763.47, Vendor: Graham, Carrillo and Stark"
Template8_Instance134.jpg,"Invoice No: INVO4067598, Date: 10-Apr-98, Total Amount: 583.98, Vendor: Graham, Carrillo and Stark"
Template8_Instance13.jpg,"Invoice No: INve9688855, Date: 15-Nov-98, Total Amount: 873.97, Vendor: Graham, Carrillo and Stark"
Template8_Instance135.jpg,"Invoice No: INV/91-34/100, Date: 21-Jul-19, Total Amount: 478.10, Vendor: Graham, Carrillo and Stark"
Template8_Instance148.jpg,"Invoice No: 6Y2M2d-843, Date: 21-Dec-08, Total Amount: 217.01, Vendor: Graham, Carrillo and Stark"
Template8_Instance149.jpg,"Invoice No: INVi33-39/603, Date: 08-Feb-93, Total Amount: 411.03, Vendor: Graham, Carrillo and Stark"
Template8_Instance144.jpg,"Invoice No: INV/86-51/795, Date: 12-Oct-09, Total Amount: 466.78, Vendor: Graham, Carrillo and Stark"
Template8_Instance146.jpg,"Invoice No: 3823-465, Date: 07-Jul-11, Total Amount: 999.03, Vendor: Graham, Carrillo and Stark"
Template8_Instance15.jpg,"Invoice No: 7166-431, Date: 18-Apr-01, Total Amount: 595.53, Vendor: Graham, Carrillo and Stark"
Template8_Instance142.jpg,"Invoice No: 6296-051, Date: 16-Dec-04, Total Amount: 776.60, Vendor: Graham, Carrillo and Stark"
Template8_Instance154.jpg,"Invoice No: 24HDE7487, Date: 23-Mar-17, Total Amount: 372.85, Vendor: Graham, Carrillo and Stark"
Template8_Instance150.jpg,"Invoice No: INV27038826, Date: 21-Nov-98, Total Amount: 806.14, Vendor: Graham, Carrillo and Stark"
Template8_Instance145.jpg,"Invoice No: 4Y2M2d-076, Date: 08-Jul-16, Total Amount: 231.14, Vendor: Graham, Carrillo and Stark"
Template8_Instance147.jpg,"Invoice No: INV15649879, Date: 02-Jun-19, Total Amount: 778.20, Vendor: Graham, Carrillo and Stark"
Template8_Instance152.jpg,"Invoice No: INV/70-56/098, Date: 16-Jul-15, Total Amount: 910.87, Vendor: Graham, Carrillo and Stark"
Template8_Instance153.jpg,"Invoice No: INViS3-84/272, Date: 17-Sep-97, Total Amount: 509.31, Vendor: Graham, Carrillo and Stark"
Template8_Instance151.jpg,"Invoice No: 8942-174, Date: 08-Jun-00, Total Amount: 437.02, Vendor: Graham, Carrillo and Stark"
Template8_Instance143.jpg,"Invoice No: 7Y9M5d-253, Date: 21-Jan-94, Total Amount: 651.80, Vendor: Graham, Carrillo and Stark"
Template8_Instance165.jpg,"Invoice No: 6900-124, Date: 01-May-99, Total Amount: 657.71, Vendor: Graham, Carrillo and Stark"
Template8_Instance160.jpg,"Invoice No: 9570-880, Date: 26-Mar-18, Total Amount: 1120.04, Vendor: Graham, Carrillo and Stark"
Template8_Instance157.jpg,"Invoice No: INV/08-52/691, Date: 15-Aug-08, Total Amount: 599.92, Vendor: Graham, Carrillo and Stark"
Template8_Instance166.jpg,"Invoice No: SY9M7d-940, Date: 02-Nov-03, Total Amount: 554.67, Vendor: Graham, Carrillo and Stark"
Template8_Instance162.jpg,"Invoice No: 3Y2M6d-493, Date: 20-Jan-20, Total Amount: 919.54, Vendor: Graham, Carrillo and Stark"
Template8_Instance169.jpg,"Invoice No: INVI89-33/452, Date: 13-Aug-01, Total Amount: 907.49, Vendor: Graham, Carrillo and Stark"
Template8_Instance155.jpg,"Invoice No: 6Y1M9d-178, Date: 16-Aug-12, Total Amount: 348.77, Vendor: Graham, Carrillo and Stark"
Template8_Instance163.jpg,"Invoice No: 9982-770, Date: 04-Dec-13, Total Amount: 797.74, Vendor: Graham, Carrillo and Stark"
Template8_Instance164.jpg,"Invoice No: 5254-446, Date: 16-Jun-13, Total Amount: 167.57, Vendor: Graham, Carrillo and Stark"
Template8_Instance161.jpg,"Invoice No: 4vam2d-926, Date: 26-Jun-19, Total Amount: 802.91, Vendor: Graham, Carrillo and Stark"
Template8_Instance158.jpg,"Invoice No: INV/85-18/052, Date: 11-Mar-13, Total Amount: 515.39, Vendor: Graham, Carrillo and Stark"
Template8_Instance159.jpg,"Invoice No: INV/33-75/743, Date: 24-Mar-13, Total Amount: 127.05, Vendor: Graham, Carrillo and Stark"
Template8_Instance168.jpg,"Invoice No: INV/79-86/120, Date: 08-Jul-22, Total Amount: 550.31, Vendor: Graham, Carrillo and Stark"
Template8_Instance16.jpg,"Invoice No: INV/98-29/154, Date: 24-Sep-19, Total Amount: 417.7, Vendor: Graham, Carrillo and Stark"
Template8_Instance167.jpg,"Invoice No: INV46136596, Date: 12-Feb-15, Total Amount: 999.52, Vendor: Graham, Carrillo and Stark"
Template8_Instance156.jpg,"Invoice No: INViA7-69/794, Date: 07-Jun-06, Total Amount: 820.51, Vendor: Graham, Carrillo and Stark"
Template8_Instance180.jpg,"Invoice No: 8Y4M9d-256, Date: 03-Apr-21, Total Amount: 641.87, Vendor: Graham, Carrillo and Stark"
Template8_Instance174.jpg,"Invoice No: 24HDE7487, Date: 04-Jun-17, Total Amount: 301.69, Vendor: Graham, Carrillo and Stark"
Template8_Instance170.jpg,"Invoice No: 0094-226, Date: 22-Sep-18, Total Amount: 725.12, Vendor: Graham, Carrillo and Stark"
Template8_Instance175.jpg,"Invoice No: 4y7M14-675, Date: 18-Dec-01, Total Amount: 221.66, Vendor: Graham, Carrillo and Stark"
Template8_Instance176.jpg,"Invoice No: INV/04-86/270, Date: 07-Feb-12, Total Amount: 217.39, Vendor: Graham, Carrillo and Stark"
Template8_Instance182.jpg,"Invoice No: INVIO7-42/380, Date: 09-Nov-94, Total Amount: 610.09, Vendor: Graham, Carrillo and Stark"
Template8_Instance179.jpg,"Invoice No: INV90116508, Date: 16-Oct-10, Total Amount: 533.72, Vendor: Graham, Carrillo and Stark"
Template8_Instance18.jpg,"Invoice No: 3177-079, Date: 29-Aug-13, Total Amount: 832.97, Vendor: Graham, Carrillo and Stark"
Template8_Instance177.jpg,"Invoice No: 9Y5M1d-810, Date: 30-Apr-04, Total Amount: 1020.38, Vendor: Graham, Carrillo and Stark"
Template8_Instance178.jpg,"Invoice No: INV92797767, Date: 30-Mar-17, Total Amount: 507.04, Vendor: Graham, Carrillo and Stark"
Template8_Instance17.jpg,"Invoice No: INV95429765, Date: 03-Dec-96, Total Amount: 556.39, Vendor: Graham, Carrillo and Stark"
Template8_Instance171.jpg,"Invoice No: INVE2452821, Date: 10-Jun-03, Total Amount: 1006.57, Vendor: Graham, Carrillo and Stark"
Template8_Instance181.jpg,"Invoice No: INViS3-84/947, Date: 07-Apr-03, Total Amount: 976.63, Vendor: Graham, Carrillo and Stark"
Template8_Instance172.jpg,"Invoice No: 0610-079, Date: 05-Dec-96, Total Amount: 39.23, Vendor: Graham, Carrillo and Stark"
Template8_Instance173.jpg,"Invoice No: INVI75-96/240, Date: 19-Sep-21, Total Amount: 1170.41, Vendor: Graham, Carrillo and Stark"
Template8_Instance191.jpg,"Invoice No: INV/22-59/999, Date: 19-Nov-97, Total Amount: 148.39, Vendor: Graham, Carrillo and Stark"
Template8_Instance189.jpg,"Invoice No: INV97260258, Date: 03-Apr-20, Total Amount: 813.52, Vendor: Graham, Carrillo and Stark"
Template8_Instance192.jpg,"Invoice No: 9y9Msd-332, Date: 27-May-10, Total Amount: 1568.32, Vendor: Graham, Carrillo and Stark"
Template8_Instance193.jpg,"Invoice No: 8123-280, Date: 25-Mar-98, Total Amount: 163.36, Vendor: Graham, Carrillo and Stark"
Template8_Instance195.jpg,"Invoice No: 1073-848, Date: 10-Oct-04, Total Amount: 400.43, Vendor: Graham, Carrillo and Stark"
Template8_Instance196.jpg,"Invoice No: INV34137198, Date: 01-Jul-18, Total Amount: 660.04, Vendor: Graham, Carrillo and Stark"
Template8_Instance185.jpg,"Invoice No: INV10051717, Date: 05-Apr-02, Total Amount: 167.51, Vendor: Graham, Carrillo and Stark"
Template8_Instance197.jpg,"Invoice No: 1Y1M9d-099, Date: 09-Jan-06, Total Amount: 1040.54, Vendor: Graham, Carrillo and Stark"
Template8_Instance194.jpg,"Invoice No: INV16750520, Date: 26-Dec-14, Total Amount: 979.94, Vendor: Graham, Carrillo and Stark"
Template8_Instance184.jpg,"Invoice No: 1160-719, Date: 11-Jul-93, Total Amount: 365.20, Vendor: Graham, Carrillo and Stark"
Template8_Instance186.jpg,"Invoice No: INV/15-28/164, Date: 21-Oct-04, Total Amount: 989.15, Vendor: Graham, Carrillo and Stark"
Template8_Instance190.jpg,"Invoice No: 2194-365, Date: 08-Jul-93, Total Amount: 606.74, Vendor: Graham, Carrillo and Stark"
Template8_Instance187.jpg,"Invoice No: INV10223192, Date: 11-Jan-15, Total Amount: 189.845, Vendor: Graham, Carrillo and Stark"
Template8_Instance19.jpg,"Invoice No: 2187-971, Date: 01-Nov-07, Total Amount: 420.20, Vendor: Graham, Carrillo and Stark"
Template8_Instance183.jpg,"Invoice No: INV41645800, Date: 27-Aug-17, Total Amount: 652.658, Vendor: Graham, Carrillo and Stark"
Template8_Instance188.jpg,"Invoice No: INVIO7-98/720, Date: 08-Dec-02, Total Amount: 1182.95, Vendor: Graham, Carrillo and Stark"
Template8_Instance20.jpg,"Invoice No: INV/34-72/783, Date: 06-Feb-99, Total Amount: 267.06, Vendor: Graham, Carrillo and Stark"
Template8_Instance27.jpg,"Invoice No: 4yEM14-914, Date: 21-Aug-03, Total Amount: 225.66, Vendor: Graham, Carrillo and Stark"
Template8_Instance29.jpg,"Invoice No: INV66091533, Date: 26-Oct-95, Total Amount: 370.31, Vendor: Graham, Carrillo and Stark"
Template8_Instance30.jpg,"Invoice No: INVIO3-761377, Date: 12-Jun-98, Total Amount: 422.55, Vendor: Graham, Carrillo and Stark"
Template8_Instance26.jpg,"Invoice No: INVe3346042, Date: 18-Mar-00, Total Amount: 293.11, Vendor: Graham, Carrillo and Stark"
